Year,Component,Region,Age,Gender,Value
2020,com_5_dialogue,14_reg_Donetsk,,females_a,
2021,com_5_dialogue,14_reg_Donetsk,,females_a,
2022,com_5_dialogue,14_reg_Donetsk,,females_a,
2023,com_5_dialogue,14_reg_Donetsk,,females_a,
2017,com_5_dialogue,21_reg_Luhansk,,,
2018,com_5_dialogue,21_reg_Luhansk,,,
2019,com_5_dialogue,21_reg_Luhansk,,,
2020,com_5_dialogue,21_reg_Luhansk,,,
2021,com_5_dialogue,21_reg_Luhansk,,,
2022,com_5_dialogue,21_reg_Luhansk,,,
2023,com_5_dialogue,21_reg_Luhansk,,,
2017,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2018,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,6.0
2019,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2020,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2021,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2022,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2023,com_5_dialogue,21_reg_Luhansk,age_1_18_35,,
2017,com_5_dialogue,21_reg_Luhansk,age_2_36_60_a,,
2018,com_5_dialogue,21_reg_Luhansk,age_2_36_60_a,,6.3
2019,com_5_dialogue,21_reg_Luhansk,age_2_36_60_a,,
2020,com_5_dialogue,21_reg_Luhansk,age_2_36_60_a,,
2021,com_5_dialogue,21_reg_Luhansk,age_36_59_a,,
2022,com_5_dialogue,21_reg_Luhansk,age_36_59_a,,
2023,com_5_dialogue,21_reg_Luhansk,age_36_59_a,,
2017,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2018,com_5_dialogue,21_reg_Luhansk,age_3_61,,6.0
2019,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2020,com_5_dialogue,21_reg_Luhansk,age_3_61,,
2021,com_5_dialogue,21_reg_Luhansk,age_60_a,,
2022,com_5_dialogue,21_reg_Luhansk,age_60_a,,
2023,com_5_dialogue,21_reg_Luhansk,age_60_a,,
2017,com_5_dialogue,21_reg_Luhansk,,males_a,
2018,com_5_dialogue,21_reg_Luhansk,,males_a,6.2
2019,com_5_dialogue,21_reg_Luhansk,,males_a,
2020,com_5_dialogue,21_reg_Luhansk,,males_a,
2021,com_5_dialogue,21_reg_Luhansk,,males_a,
2022,com_5_dialogue,21_reg_Luhansk,,males_a,
2023,com_5_dialogue,21_reg_Luhansk,,males_a,
2017,com_5_dialogue,21_reg_Luhansk,,females_a,
2018,com_5_dialogue,21_reg_Luhansk,,females_a,6.1
2019,com_5_dialogue,21_reg_Luhansk,,females_a,
2020,com_5_dialogue,21_reg_Luhansk,,females_a,
2021,com_5_dialogue,21_reg_Luhansk,,females_a,
2022,com_5_dialogue,21_reg_Luhansk,,females_a,
2023,com_5_dialogue,21_reg_Luhansk,,females_a,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,5.9
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60_a,,5.9
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,5.6
2019,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,6.0
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,males_a,
2017,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2018,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,5.7
2019,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2020,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2021,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2022,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2023,com_5_dialogue,13_reg_Dnipropetrovsk,,females_a,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,,
2019,com_5_dialogue,17_reg_Zaporizhzhya,,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,5.8
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60_a,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60_a,,6.5
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2018,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2020,com_5_dialogue,17_reg_Zaporizhzhya,age_3_61,,
2021,com_5_dialogue,17_reg_Zaporizhzhya,age_60_a,,
2022,com_5_dialogue,17_reg_Zaporizhzhya,age_60_a,,
2023,com_5_dialogue,17_reg_Zaporizhzhya,age_60_a,,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,males_a,
2017,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2018,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,6.2
2019,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2020,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2021,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2022,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2023,com_5_dialogue,17_reg_Zaporizhzhya,,females_a,
2017,com_5_dialogue,29_reg_Kharkiv,,,
2018,com_5_dialogue,29_reg_Kharkiv,,,
2019,com_5_dialogue,29_reg_Kharkiv,,,
2020,com_5_dialogue,29_reg_Kharkiv,,,
2021,com_5_dialogue,29_reg_Kharkiv,,,
2022,com_5_dialogue,29_reg_Kharkiv,,,
2023,com_5_dialogue,29_reg_Kharkiv,,,
2017,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2018,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,6.2
2019,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2020,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2021,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2022,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2023,com_5_dialogue,29_reg_Kharkiv,age_1_18_35,,
2017,com_5_dialogue,29_reg_Kharkiv,age_2_36_60_a,,
2018,com_5_dialogue,29_reg_Kharkiv,age_2_36_60_a,,6.3
2019,com_5_dialogue,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_5_dialogue,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_5_dialogue,29_reg_Kharkiv,age_36_59_a,,
2022,com_5_dialogue,29_reg_Kharkiv,age_36_59_a,,
2023,com_5_dialogue,29_reg_Kharkiv,age_36_59_a,,
2017,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2018,com_5_dialogue,29_reg_Kharkiv,age_3_61,,6.6
2019,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2020,com_5_dialogue,29_reg_Kharkiv,age_3_61,,
2021,com_5_dialogue,29_reg_Kharkiv,age_60_a,,
2022,com_5_dialogue,29_reg_Kharkiv,age_60_a,,
2023,com_5_dialogue,29_reg_Kharkiv,age_60_a,,
2017,com_5_dialogue,29_reg_Kharkiv,,males_a,
2018,com_5_dialogue,29_reg_Kharkiv,,males_a,6.8
2019,com_5_dialogue,29_reg_Kharkiv,,males_a,
2020,com_5_dialogue,29_reg_Kharkiv,,males_a,
2021,com_5_dialogue,29_reg_Kharkiv,,males_a,
2022,com_5_dialogue,29_reg_Kharkiv,,males_a,
2023,com_5_dialogue,29_reg_Kharkiv,,males_a,
2017,com_5_dialogue,29_reg_Kharkiv,,females_a,
2018,com_5_dialogue,29_reg_Kharkiv,,females_a,6.1
2019,com_5_dialogue,29_reg_Kharkiv,,females_a,
2020,com_5_dialogue,29_reg_Kharkiv,,females_a,
2021,com_5_dialogue,29_reg_Kharkiv,,females_a,
2022,com_5_dialogue,29_reg_Kharkiv,,females_a,
2023,com_5_dialogue,29_reg_Kharkiv,,females_a,
2017,com_6_civic,14_reg_Donetsk,,,
2018,com_6_civic,14_reg_Donetsk,,,
2019,com_6_civic,14_reg_Donetsk,,,
2020,com_6_civic,14_reg_Donetsk,,,
2021,com_6_civic,14_reg_Donetsk,,,
2022,com_6_civic,14_reg_Donetsk,,,
2023,com_6_civic,14_reg_Donetsk,,,
2017,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2018,com_6_civic,14_reg_Donetsk,age_1_18_35,,4.7
2019,com_6_civic,14_reg_Donetsk,age_1_18_35,,6.6
2020,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2021,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2022,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2023,com_6_civic,14_reg_Donetsk,age_1_18_35,,
2017,com_6_civic,14_reg_Donetsk,age_2_36_60_a,,
2018,com_6_civic,14_reg_Donetsk,age_2_36_60_a,,3.4
2019,com_6_civic,14_reg_Donetsk,age_2_36_60_a,,6.5
2020,com_6_civic,14_reg_Donetsk,age_2_36_60_a,,
2021,com_6_civic,14_reg_Donetsk,age_36_59_a,,
2022,com_6_civic,14_reg_Donetsk,age_36_59_a,,
2023,com_6_civic,14_reg_Donetsk,age_36_59_a,,
2017,com_6_civic,14_reg_Donetsk,age_3_61,,
2018,com_6_civic,14_reg_Donetsk,age_3_61,,2.2
2019,com_6_civic,14_reg_Donetsk,age_3_61,,6.3
2020,com_6_civic,14_reg_Donetsk,age_3_61,,
2021,com_6_civic,14_reg_Donetsk,age_60_a,,
2022,com_6_civic,14_reg_Donetsk,age_60_a,,
2023,com_6_civic,14_reg_Donetsk,age_60_a,,
2017,com_6_civic,14_reg_Donetsk,,males_a,
2018,com_6_civic,14_reg_Donetsk,,males_a,3.8
2019,com_6_civic,14_reg_Donetsk,,males_a,6.6
2020,com_6_civic,14_reg_Donetsk,,males_a,
2021,com_6_civic,14_reg_Donetsk,,males_a,
2022,com_6_civic,14_reg_Donetsk,,males_a,
2023,com_6_civic,14_reg_Donetsk,,males_a,
2017,com_6_civic,14_reg_Donetsk,,females_a,
2018,com_6_civic,14_reg_Donetsk,,females_a,3.2
2019,com_6_civic,14_reg_Donetsk,,females_a,6.4
2020,com_6_civic,14_reg_Donetsk,,females_a,
2021,com_6_civic,14_reg_Donetsk,,females_a,
2022,com_6_civic,14_reg_Donetsk,,females_a,
2023,com_6_civic,14_reg_Donetsk,,females_a,
2017,com_6_civic,21_reg_Luhansk,,,
2018,com_6_civic,21_reg_Luhansk,,,
2019,com_6_civic,21_reg_Luhansk,,,
2020,com_6_civic,21_reg_Luhansk,,,
2021,com_6_civic,21_reg_Luhansk,,,
2022,com_6_civic,21_reg_Luhansk,,,
2023,com_6_civic,21_reg_Luhansk,,,
2017,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2018,com_6_civic,21_reg_Luhansk,age_1_18_35,,4.4
2019,com_6_civic,21_reg_Luhansk,age_1_18_35,,7.0
2020,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2021,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2022,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2023,com_6_civic,21_reg_Luhansk,age_1_18_35,,
2017,com_6_civic,21_reg_Luhansk,age_2_36_60_a,,
2018,com_6_civic,21_reg_Luhansk,age_2_36_60_a,,4.3
2019,com_6_civic,21_reg_Luhansk,age_2_36_60_a,,6.2
2020,com_6_civic,21_reg_Luhansk,age_2_36_60_a,,
2021,com_6_civic,21_reg_Luhansk,age_36_59_a,,
2022,com_6_civic,21_reg_Luhansk,age_36_59_a,,
2023,com_6_civic,21_reg_Luhansk,age_36_59_a,,
2017,com_6_civic,21_reg_Luhansk,age_3_61,,
2018,com_6_civic,21_reg_Luhansk,age_3_61,,2.3
2019,com_6_civic,21_reg_Luhansk,age_3_61,,5.8
2020,com_6_civic,21_reg_Luhansk,age_3_61,,
2021,com_6_civic,21_reg_Luhansk,age_60_a,,
2022,com_6_civic,21_reg_Luhansk,age_60_a,,
2023,com_6_civic,21_reg_Luhansk,age_60_a,,
2017,com_6_civic,21_reg_Luhansk,,males_a,
2018,com_6_civic,21_reg_Luhansk,,males_a,4.2
2019,com_6_civic,21_reg_Luhansk,,males_a,6.2
2020,com_6_civic,21_reg_Luhansk,,males_a,
2021,com_6_civic,21_reg_Luhansk,,males_a,
2022,com_6_civic,21_reg_Luhansk,,males_a,
2023,com_6_civic,21_reg_Luhansk,,males_a,
2017,com_6_civic,21_reg_Luhansk,,females_a,
2018,com_6_civic,21_reg_Luhansk,,females_a,3.5
2019,com_6_civic,21_reg_Luhansk,,females_a,6.4
2020,com_6_civic,21_reg_Luhansk,,females_a,
2021,com_6_civic,21_reg_Luhansk,,females_a,
2022,com_6_civic,21_reg_Luhansk,,females_a,
2023,com_6_civic,21_reg_Luhansk,,females_a,
2017,com_6_civic,13_reg_Dnipropetrovsk,,,
2018,com_6_civic,13_reg_Dnipropetrovsk,,,
2019,com_6_civic,13_reg_Dnipropetrovsk,,,
2020,com_6_civic,13_reg_Dnipropetrovsk,,,
2021,com_6_civic,13_reg_Dnipropetrovsk,,,
2022,com_6_civic,13_reg_Dnipropetrovsk,,,
2023,com_6_civic,13_reg_Dnipropetrovsk,,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,5.0
2019,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_1_18_35,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60_a,,4.7
2019,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_2_36_60_a,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_36_59_a,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_36_59_a,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_36_59_a,,
2017,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2018,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,4.2
2019,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2020,com_6_civic,13_reg_Dnipropetrovsk,age_3_61,,
2021,com_6_civic,13_reg_Dnipropetrovsk,age_60_a,,
2022,com_6_civic,13_reg_Dnipropetrovsk,age_60_a,,
2023,com_6_civic,13_reg_Dnipropetrovsk,age_60_a,,
2017,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2018,com_6_civic,13_reg_Dnipropetrovsk,,males_a,5.3
2019,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2020,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2021,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2022,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2023,com_6_civic,13_reg_Dnipropetrovsk,,males_a,
2017,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2018,com_6_civic,13_reg_Dnipropetrovsk,,females_a,4.1
2019,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2020,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2021,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2022,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2023,com_6_civic,13_reg_Dnipropetrovsk,,females_a,
2017,com_6_civic,17_reg_Zaporizhzhya,,,
2018,com_6_civic,17_reg_Zaporizhzhya,,,
2019,com_6_civic,17_reg_Zaporizhzhya,,,
2020,com_6_civic,17_reg_Zaporizhzhya,,,
2021,com_6_civic,17_reg_Zaporizhzhya,,,
2022,com_6_civic,17_reg_Zaporizhzhya,,,
2023,com_6_civic,17_reg_Zaporizhzhya,,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,4.8
2019,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_1_18_35,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60_a,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60_a,,4.6
2019,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60_a,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_2_36_60_a,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_36_59_a,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_36_59_a,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_36_59_a,,
2017,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2018,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,3.4
2019,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2020,com_6_civic,17_reg_Zaporizhzhya,age_3_61,,
2021,com_6_civic,17_reg_Zaporizhzhya,age_60_a,,
2022,com_6_civic,17_reg_Zaporizhzhya,age_60_a,,
2023,com_6_civic,17_reg_Zaporizhzhya,age_60_a,,
2017,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2018,com_6_civic,17_reg_Zaporizhzhya,,males_a,4.5
2019,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2020,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2021,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2022,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2023,com_6_civic,17_reg_Zaporizhzhya,,males_a,
2017,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2018,com_6_civic,17_reg_Zaporizhzhya,,females_a,4.2
2019,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2020,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2021,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2022,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2023,com_6_civic,17_reg_Zaporizhzhya,,females_a,
2017,com_6_civic,29_reg_Kharkiv,,,
2018,com_6_civic,29_reg_Kharkiv,,,
2019,com_6_civic,29_reg_Kharkiv,,,
2020,com_6_civic,29_reg_Kharkiv,,,
2021,com_6_civic,29_reg_Kharkiv,,,
2022,com_6_civic,29_reg_Kharkiv,,,
2023,com_6_civic,29_reg_Kharkiv,,,
2017,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2018,com_6_civic,29_reg_Kharkiv,age_1_18_35,,4.4
2019,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2020,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2021,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2022,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2023,com_6_civic,29_reg_Kharkiv,age_1_18_35,,
2017,com_6_civic,29_reg_Kharkiv,age_2_36_60_a,,
2018,com_6_civic,29_reg_Kharkiv,age_2_36_60_a,,4.1
2019,com_6_civic,29_reg_Kharkiv,age_2_36_60_a,,
2020,com_6_civic,29_reg_Kharkiv,age_2_36_60_a,,
2021,com_6_civic,29_reg_Kharkiv,age_36_59_a,,
2022,com_6_civic,29_reg_Kharkiv,age_36_59_a,,
2023,com_6_civic,29_reg_Kharkiv,age_36_59_a,,
2017,com_6_civic,29_reg_Kharkiv,age_3_61,,
2018,com_6_civic,29_reg_Kharkiv,age_3_61,,2.1
2019,com_6_civic,29_reg_Kharkiv,age_3_61,,
2020,com_6_civic,29_reg_Kharkiv,age_3_61,,
2021,com_6_civic,29_reg_Kharkiv,age_60_a,,
2022,com_6_civic,29_reg_Kharkiv,age_60_a,,
2023,com_6_civic,29_reg_Kharkiv,age_60_a,,
2017,com_6_civic,29_reg_Kharkiv,,males_a,
2018,com_6_civic,29_reg_Kharkiv,,males_a,3.9
2019,com_6_civic,29_reg_Kharkiv,,males_a,
2020,com_6_civic,29_reg_Kharkiv,,males_a,
2021,com_6_civic,29_reg_Kharkiv,,males_a,
2022,com_6_civic,29_reg_Kharkiv,,males_a,
2023,com_6_civic,29_reg_Kharkiv,,males_a,
2017,com_6_civic,29_reg_Kharkiv,,females_a,
2018,com_6_civic,29_reg_Kharkiv,,females_a,3.6
2019,com_6_civic,29_reg_Kharkiv,,females_a,
2020,com_6_civic,29_reg_Kharkiv,,females_a,
2021,com_6_civic,29_reg_Kharkiv,,females_a,
2022,com_6_civic,29_reg_Kharkiv,,females_a,
2023,com_6_civic,29_reg_Kharkiv,,females_a,
2017,com_7_relations,14_reg_Donetsk,,,
2018,com_7_relations,14_reg_Donetsk,,,
2019,com_7_relations,14_reg_Donetsk,,,
2020,com_7_relations,14_reg_Donetsk,,,
2021,com_7_relations,14_reg_Donetsk,,,
2022,com_7_relations,14_reg_Donetsk,,,
2023,com_7_relations,14_reg_Donetsk,,,
2017,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2018,com_7_relations,14_reg_Donetsk,age_1_18_35,,0.9
2019,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2020,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2021,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2022,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2023,com_7_relations,14_reg_Donetsk,age_1_18_35,,
2017,com_7_relations,14_reg_Donetsk,age_2_36_60_a,,
2018,com_7_relations,14_reg_Donetsk,age_2_36_60_a,,0.9
2019,com_7_relations,14_reg_Donetsk,age_2_36_60_a,,
2020,com_7_relations,14_reg_Donetsk,age_2_36_60_a,,
2021,com_7_relations,14_reg_Donetsk,age_36_59_a,,
2022,com_7_relations,14_reg_Donetsk,age_36_59_a,,
2023,com_7_relations,14_reg_Donetsk,age_36_59_a,,
2017,com_7_relations,14_reg_Donetsk,age_3_61,,
2018,com_7_relations,14_reg_Donetsk,age_3_61,,0.6
2019,com_7_relations,14_reg_Donetsk,age_3_61,,
2020,com_7_relations,14_reg_Donetsk,age_3_61,,
2021,com_7_relations,14_reg_Donetsk,age_60_a,,
2022,com_7_relations,14_reg_Donetsk,age_60_a,,
2023,com_7_relations,14_reg_Donetsk,age_60_a,,
2017,com_7_relations,14_reg_Donetsk,,males_a,
2018,com_7_relations,14_reg_Donetsk,,males_a,0.9
2019,com_7_relations,14_reg_Donetsk,,males_a,
2020,com_7_relations,14_reg_Donetsk,,males_a,
2021,com_7_relations,14_reg_Donetsk,,males_a,
2022,com_7_relations,14_reg_Donetsk,,males_a,
2023,com_7_relations,14_reg_Donetsk,,males_a,
2017,com_7_relations,14_reg_Donetsk,,females_a,
2018,com_7_relations,14_reg_Donetsk,,females_a,0.8
2019,com_7_relations,14_reg_Donetsk,,females_a,
2020,com_7_relations,14_reg_Donetsk,,females_a,
2021,com_7_relations,14_reg_Donetsk,,females_a,
2022,com_7_relations,14_reg_Donetsk,,females_a,
2023,com_7_relations,14_reg_Donetsk,,females_a,
2017,com_7_relations,21_reg_Luhansk,,,
2018,com_7_relations,21_reg_Luhansk,,,
2019,com_7_relations,21_reg_Luhansk,,,
2020,com_7_relations,21_reg_Luhansk,,,
2021,com_7_relations,21_reg_Luhansk,,,
2022,com_7_relations,21_reg_Luhansk,,,
2023,com_7_relations,21_reg_Luhansk,,,
2017,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2018,com_7_relations,21_reg_Luhansk,age_1_18_35,,0.8
2019,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2020,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2021,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2022,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2023,com_7_relations,21_reg_Luhansk,age_1_18_35,,
2017,com_7_relations,21_reg_Luhansk,age_2_36_60_a,,
2018,com_7_relations,21_reg_Luhansk,age_2_36_60_a,,0.9
2019,com_7_relations,21_reg_Luhansk,age_2_36_60_a,,
2020,com_7_relations,21_reg_Luhansk,age_2_36_60_a,,
2021,com_7_relations,21_reg_Luhansk,age_36_59_a,,
2022,com_7_relations,21_reg_Luhansk,age_36_59_a,,
